ID,nums
687,16
688,6
689,8
690,101
691,22
692,38
693,20
694,98
695,6
696,34
697,17
698,4
700,11
701,18
702,26
703,1
704,12
705,13
706,3
707,43
708,29
711,9
712,1
713,11
714,5
715,41
717,15
718,11
719,116
720,16
722,11
723,4
724,1
725,16
726,46
727,36
728,52
729,6
730,15
731,7
732,25
733,11
734,18
735,39
736,4
737,10
738,8
739,6
740,10
741,4
742,66
743,14
744,24
745,1
746,3
747,2
748,2
749,9
750,21
751,2
753,22
754,12
756,55
757,6
758,18
759,10
760,19
762,3
763,8
764,115
765,11
766,4
767,15
768,69
769,44
770,8
771,8
772,23
773,6
774,11
775,26
776,16
777,56
778,2
779,9
780,7
781,3
782,20
783,6
784,16
785,10
786,31
787,5
788,43
789,30
790,17
792,46
793,51
794,5
795,102
796,58
797,3
798,56
800,17
801,54
802,58
803,7
804,3
809,1
813,42
815,31
816,41
817,38
818,31
819,14
820,29
821,5
822,23
823,26
824,17
825,20
826,10
827,2
828,5
829,1
830,22
831,5
833,11
834,35
835,23
836,19
837,39
838,16
839,157
840,38
841,1
842,5
843,19
844,3
845,9
846,51
847,8
848,6
849,10
850,4
851,9
852,13
853,3
854,6
855,17
856,2
857,15
858,18
859,41
860,25
861,13
862,1
863,25
864,11
865,49
866,11
867,13
868,5
869,3
871,21
872,93
873,7
874,43
875,22
876,86
877,47
878,10
879,20
880,1
881,18
882,110
883,7
884,24
885,86
886,6
888,17
889,21
890,50
891,40
892,39
893,8
895,1
896,66
897,6
898,25
899,18
900,19
901,12
902,8
903,150
904,27
905,15
906,3
907,58
908,26
909,32
910,33
911,60
913,13
914,18
919,5
920,9
923,2
924,1
925,3
928,11
930,25
931,10
932,10
934,11
936,3
942,4
944,2
945,2
950,1
955,2
959,21
960,11
961,1
965,2
969,3
970,22
972,9
973,9
974,8
975,19
977,8
978,15
979,6
980,3
986,1
988,2
991,9
994,2
997,6
999,14
1000,32
1001,4
1002,33
1003,20
1004,2
1006,2
1007,13
1008,9
1009,24
1010,9
1011,33
1012,12
1013,38
1014,22
1015,32
1016,9
1017,32
1018,13
1019,4
1020,8
1021,7
1022,31
1023,29
1024,20
1025,16
1026,3
1027,7
1028,1
1029,6
1031,18
1032,2
1033,8
1035,2
1037,52
1038,6
1039,6
1040,10
1041,9
1042,9
1043,15
1044,22
1045,3
1046,41
1047,16
1048,22
1049,5
1051,90
1052,3
1053,10
1055,1
1056,37
1057,30
1058,132
1059,4
1060,17
1062,6
1063,16
1066,6
1070,4
1071,4
1073,7
1074,1
1075,27
1076,6
1077,7
1078,2
1079,2
1080,5
1081,22
1082,10
1085,1
1088,10
1089,6
1090,2
1092,21
1093,41
1094,6
1095,18
1096,8
1097,10
1098,1
1099,42
1101,9
1102,11
1104,2
1105,9
1106,1
1108,4
1109,1
1110,5
1111,2
1112,2
1113,34
1114,2
1117,7
1121,7
1122,3
1123,16
1124,2
1126,6
1127,10
1128,8
1132,6
1136,2
1137,14
1141,39
1142,4
1143,17
1147,2
1148,35
1150,36
1151,1
1152,1
1153,34
1155,1
1156,12
1157,17
1158,1
1159,1
1161,30
1164,3
1166,1
1167,12
1168,23
1169,4
1170,1
1171,5
1173,1
1174,5
1176,11
1178,2
1179,21
1180,7
1181,24
1182,8
1186,9
1189,9
1190,11
1194,1
1196,3
1197,5
1199,7
1201,4
1202,3
1203,2
1204,14
1205,1
1207,4
1209,1
1210,3
1211,7
1212,1
1215,3
1218,2
1222,1
1223,3
1224,22
1234,4
1238,3
1240,2
1242,3
1243,4
1252,1
1254,5
1256,1
1257,1
1260,5
1264,11
1266,6
1268,7
1270,8
1271,2
1273,6
1274,1
1276,3
1278,1
1279,30
1280,9
1281,14
1282,40
1283,1
1284,11
1286,5
1287,10
1288,7
1290,4
1291,2
1299,3
1300,1
1301,3
1302,9
1303,20
1304,3
1305,4
1306,25
1307,4
1308,11
1309,18
1311,21
1312,17
1313,8
1314,16
1315,3
1317,3
1318,16
1319,3
1322,2
1323,1
1325,9
1327,20
1331,6
1334,16
1338,13
1340,5
1343,1
1344,3
1345,4
1346,2
1348,3
1349,18
1350,2
1351,6
1352,20
1356,17
1357,2
1358,2
1361,2
1362,32
1363,6
1366,2
1367,1
1369,1
1371,7
1373,1
1375,1
1377,2
1378,2
1379,3
1380,7
1381,2
1384,2
1385,4
1386,7
1389,1
1391,2
1392,6
1393,9
1400,11
1401,5
1403,12
1404,2
1405,3
1407,1
1408,3
1409,2
1411,1
1412,3
1414,1
1416,3
1417,1
1418,1
1420,4
1421,3
1424,2
1425,7
1426,19
1427,2
1428,4
1430,6
1431,10
1432,2
1435,4
1437,1
1438,6
1440,4
1441,1
1443,1
1444,6
1445,17
1446,3
1447,39
1449,4
1450,20
1452,1
1454,4
1455,7
1456,6
1457,10
1458,5
1460,3
1461,9
1464,12
1465,3
1466,2
1467,1
1469,1
1470,2
1471,14
1472,2
1474,5
1476,2
1477,13
1478,1
1479,3
1480,8
1481,4
1482,3
1483,7
1484,1
1485,3
1487,1
1488,4
1489,6
1490,10
1492,6
1495,17
1496,10
1497,6
1499,3
1501,1
1502,2
1504,2
1506,11
1508,6
1510,15
1511,21
1512,2
1513,1
1514,68
1516,10
1517,28
1518,3
1519,19
1520,2
1523,2
1525,7
1526,3
1528,21
1530,1
1533,8
1534,1
1535,26
1536,2
1540,1
1546,1
1548,5
1549,6
1550,10
1551,2
1552,2
1555,6
1556,13
1558,37
1559,7
1560,7
1563,1
1564,1
1565,7
1566,13
1567,1
1568,1
1569,2
1574,4
1579,1
1581,10
1582,1
1583,12
1585,1
1587,7
1588,3
1589,14
1590,4
1591,13
1592,4
1593,3
1594,1
1595,6
1596,7
1598,1
1599,20
1600,4
1602,7
1603,11
1604,13
1605,10
1607,6
1608,22
1610,4
1611,11
1612,1
1614,10
1616,12
1617,8
1619,6
1620,19
1621,2
1622,4
1623,5
1624,1
1625,19
1626,7
1627,21
1628,8
1629,11
1630,14
1631,3
1632,3
1633,59
1635,18
1636,36
1638,12
1639,2
1643,1
1647,8
1648,2
1653,3
1654,27
1655,16
1656,2
1657,2
1659,3
1660,4
1661,2
1662,8
1663,7
1665,1
1667,26
1668,1
1669,11
1670,27
1671,44
1672,2
1673,1
1674,61
1675,14
1676,3
1678,4
1680,5
1681,11
1682,39
1684,1
1685,11
1686,3
1687,7
1689,1
1693,2
1695,6
1698,1
1699,9
1701,23
1703,2
1706,8
1708,1
1710,5
1712,4
1713,5
1714,36
1722,12
1724,29
1725,8
1726,6
1727,12
1728,18
1729,8
1730,8
1731,11
1732,41
1733,7
1734,3
1736,3
1738,8
1740,8
1742,3
1743,3
1744,10
1747,13
1753,14
1754,4
1755,1
1756,37
1757,24
1759,14
1760,9
1762,4
1764,2
1766,11
1767,2
1768,4
1770,2
1771,11
1773,3
1774,4
1775,4
1776,3
1777,10
1778,22
1780,9
1781,3
1782,4
1785,2
1788,3
1789,1
1791,1
1792,1
1795,11
1797,3
1802,4
1803,1
1807,19
1808,3
1810,2
1812,13
1816,5
1817,33
1818,11
1819,9
1820,16
1822,1
1823,6
1824,4
1826,3
1829,10
1830,7
1831,10
1833,29
1834,18
1835,10
1837,10
1838,10
1839,11
1843,1
1844,1
1846,1
1850,2
1851,9
1852,6
1853,10
1854,2
1855,13
1856,5
1857,23
1858,55
1859,7
1861,7
1862,3
1863,1
1864,13
1867,5
1869,7
1874,4
1875,16
1876,11
1878,6
1879,2
1880,1
1881,5
1882,6
1884,16
1886,1
1889,5
1891,46
1892,14
1893,42
1894,56
1895,3
1896,13
1897,46
1898,75
1899,13
1900,42
1901,13
1902,11
1903,5
1904,36
1905,54
1906,3
1907,34
1908,144
1910,7
1913,2
1915,2
1916,2
1917,23
1918,10
1919,14
1920,10
1921,5
1923,9
1924,11
1926,10
1927,37
1928,69
1929,21
1931,21
1932,12
1933,14
1934,21
1935,27
1936,126
1937,15
1938,15
1939,70
1940,75
1941,66
1942,6
1943,13
1944,5
1946,4
1948,7
1949,1
1950,15
1951,3
1952,2
1953,2
1954,2
1955,3
1957,10
1958,4
1959,9
1960,27
1961,4
1962,8
1963,22
1964,18
1965,41
1966,229
1967,2
1968,2
1969,1
1972,62
1973,2
1975,17
1977,24
1978,6
1979,15
1980,22
1981,1
1982,33
1983,15
1984,16
1985,2
1986,4
1987,16
1988,3
1991,3
1992,1
1993,1
1994,5
1996,13
1998,6
2000,1
2001,1
2004,4
2005,3
2007,4
2008,16
2009,5
2010,12
2011,5
2012,320
2013,117
2014,25
2015,153
2016,5
2018,3
2019,5
2021,1
2022,26
2023,1
2024,2
2027,2
2028,2
2029,1
2030,4
2031,11
2033,16
2034,11
2035,3
2036,1
2037,1
2038,13
2039,6
2040,1
2041,3
2044,12
2045,15
2046,29
2047,15
2048,2
2049,5
2050,14
2051,7
2052,16
2053,1
2058,20
2059,9
2061,2
2062,9
2065,4
2066,4
2067,19
2068,2
2069,12
2070,73
2071,22
2072,33
2073,12
2074,1
2075,33
2076,58
2077,1
2078,14
2079,30
2080,66
2081,26
2082,26
2083,39
2084,12
2085,15
2086,12
2087,10
2088,13
2089,41
2090,9
2091,40
2092,22
2093,6
2094,19
2095,15
2096,4
2097,2
2098,20
2099,12
2100,10
2101,17
2102,49
2103,8
2104,2
2109,6
2110,15
2112,9
2113,4
2114,1
2115,20
2117,8
2118,18
2119,5
2120,8
2122,5
2125,12
2128,4
2129,27
2131,4
2134,4
2135,4
2138,3
2139,1
2140,2
2142,13
2143,2
2145,5
2146,5
2147,4
2150,9
2151,2
2152,31
2153,1
2154,10
2155,23
2156,7
2158,35
2159,1
2161,8
2163,3
2165,1
2166,3
2167,1
2170,6
2172,3
2173,2
2175,31
2177,29
2178,9
2179,30
2180,2
2181,1
2182,1
2187,1
2190,3
2191,14
2192,9
2193,2
2196,2
2197,2
2198,5
2199,5
2200,1
2201,7
2203,1
2205,9
2207,3
2208,3
2209,18
2210,3
2211,4
2212,1
2213,15
2214,31
2215,5
2216,1
2217,8
2219,4
2220,1
2221,8
2222,3
2223,1
2224,4
2225,11
2226,18
2227,1
2228,2
2232,3
2233,2
2234,7
2235,2
2238,5
2239,21
2242,19
2243,9
2246,13
2247,1
2249,19
2250,22
2251,22
2252,11
2253,1
2254,4
2255,8
2256,4
2258,1
2259,6
2260,1
2262,2
2265,3
2266,1
2267,1
2268,9
2269,21
2270,7
2271,4
2273,22
2274,1
2275,1
2277,2
2278,3
2279,2
2280,2
2281,6
2282,11
2283,9
2285,11
2286,2
2287,6
2288,13
2289,3
2290,36
2291,8
2292,5
2293,19
2294,2
2296,5
2298,9
2300,3
2303,5
2304,3
2305,16
2307,6
2308,4
2309,2
2310,8
2311,2
2315,1
2316,1
2318,4
2319,7
2321,2
2322,5
2323,1
2324,1
2325,58
2326,7
2328,21
2329,2
2331,1
2333,3
2334,2
2335,3
2337,1
2338,6
2339,4
2340,36
2341,3
2342,4
